제품일련번호,기업일련번호,제품국문명,제품영문명,한줄소개내용,제품상세설명,검색태그내용,홈페이지url,앱스토어url,구글플레이url
19375,38280,푸드팡,foodpang,식당과 농산물도매시장 중매인을 바로 연결하는 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4547,,http://foodpang.co,https://itunes.apple.com/kr/app/%ED%91%B8%EB%93%9C%ED%8C%A1-%EC%8B%9D%EC%9E%90%EC%9E%AC%EC%A7%81%EA%B1%B0%EB%9E%98/id1308929535?mt=8,https://play.google.com/store/apps/details?id=retailyoung.carrot.production
3967,4452,프린트가드,,프린트가드는 기업내 영업비밀 및 개인정보의 출력을 로깅 및 차단하는 보안 솔루션입니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4548,모바일프린트||출력물보안||영업비밀||모바일인쇄||문서보안||개인정보보호,http://www.mwstory.com/,,
105705,93452,팀 코어,TIM CORE,3D CAD 용량을 기존 형식 대비 최대 90% 낮춰서 화면 출력속도를 30배 향상시킬 수 있음.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4549,c#,,,
35211,92922,오두,Odoo,Globe All-in-One Business Solution,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4550,,http://www.link-up.co.kr,,
76970,3927,AI 자동 영문교정 서비스,,AI 기반의 자동 학술 영문 교정,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4551,,https://wordvice.ai,,
15096,16630,온오프믹스,onoffmix,모임 1위 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4552,,http://corp.onoffmix.com,,
18522,284,뮤즈,Muse,인공지능 서비스 엔진,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4553,인공지능||클라우드||서버엔진||API||Deeplearning||자연어처리||AI,https://blog.themusio.com/2021/02/23/muse-v2-0-update-summary-2/,,
61130,114623,트레져러,Treasurer,조각투자 플랫폼 '트레져러' 웹사이트와 AI 크롤링 엔진을 활용한 가치평가 앱 '얼마야'를  운영 중인 회사입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4554,IT/서비스||AI||가치평가||담보대출||중고거래||중고가격||조각투자||시계||와인||롤렉스||leroy,http://treasurer.co.kr,https://apps.apple.com/kr/app/%EC%96%BC%EB%A7%88%EC%95%BC/id1479169245,https://play.google.com/store/apps/details?id=com.zikto.howmuch
82017,39288,닥터차,DoctorCha,내 손안의 정비사 친구|| 닥터차,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4555,닥터차||차량상담,https://play.google.com/store/apps/details?id=com.autopedia.drcha,https://apps.apple.com/kr/app/%EB%8B%A5%ED%84%B0%EC%B0%A8/id1514370453,https://play.google.com/store/apps/details?id=com.autopedia.drcha
25468,79917,사이버 위협 인텔리전스,Threat Intelligence,실제 위험도와 영향력이 큰 위협들을 한 눈에 파악 가능한 형태로 정보 제공,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4556,,,,
6142,13721,전자서명솔루션,e-signature solution,ECC암호화알고리즘을 이용한 PKI기반 전자서명,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
7267,17504,PDF 커스텀 보안뷰어,Code1 PDF Viewer,PDF 커스텀 보안뷰어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4558,,,,
2074,2466,웹서비스|| 앱,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4559,,,,
17864,35154,아이콘앱,iconapp,클라우드 아이콘앱 서비스 플랫폼 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4560,,http://www.iconapp.co.kr,,
61870,35712,파티버스,Party Bus,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
46746,103842,엔지니어스토리,Engineerstory,항공|| 여행|| 물류 전문 IT서비스 Provider,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4562,,,,
31803,89305,마이닝풀허브,,코인을 채굴하기 위한 채굴풀,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4563,,,,
95704,135343,매월매주,Mewolmejoo,고객 취향 기반 술 구독 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4564,구독서비스||전통주||술||취향||개인화,http://www.매월매주.com,,
152,94,eSTORY LAB,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4565,,http://estorylab.com,,
103580,99842,청쿨,Chungcool,청소년 경험 구독서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4566,경험구독||교육||LXP||xAPI||데이터사이언스||머신러닝,,,
63021,115607,ADDICT,,에이딕트는 본연의 체취와 가장 잘 어우러지는 향을 선사합니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,https://www.a-ddict.co.kr,,
28189,83567,레일머니,Rail Money,NFC 활용 모바일 교통카드 결제시스템,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4568,,http://brandom@brandom.co.kr,,https://play.google.com/store/apps/details?id=com.brandom.railmoney&hl=ko
19404,38288,가상화폐 금융 서비스,Cryptocurrency FinTech,가상화폐와 관련된 다양한 금융서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4569,,http://kryptonia.creatorlink.net/,,
11762,25343,보도사진,documentary photo,사진기사|| 잡지에 들어갈 사진,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
2652,2253,SIgn of the Day,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4571,,,,
2468,2245,BeRacle(비라클)' 함께 사는 쇼핑',,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4572,,,,
80809,29859,바잇미,BITE ME,ENJOY EVERY MOMENT WITH YOUR PET!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,바잇미,http://www.biteme.co.kr,,
12012,4506,OP.GG,OP.GG,리그 오브 레전드 데이터 분석 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4574,,https://www.op.gg/,https://apps.apple.com/kr/app/op-gg-%EC%98%A4%ED%94%BC%EC%A7%80%EC%A7%80/id605722237,https://play.google.com/store/apps/details?id=gg.op.lol.android
52609,106970,아차키,ACHAKEY,자동차 디지털키 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4575,아차키||디지털키,https://smartstore.naver.com/achakey/products/4531725049,https://apps.apple.com/kr/app/%EC%95%84%EC%B0%A8%ED%82%A4/id1457930033,https://play.google.com/store/apps/details?id=io.tuneit&hl=ko
47855,104698,안전운전 지표,UBI,운전자의 운전패턴 분석을 통한 안전도 지표,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4576,빅데이터정보제공,http://www.miroit.com,,
70852,38438,크로켓,Croket,국경 없는 해외 쇼핑 앱,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4577,크로켓||Croket||크로스보더,http://www.croket.co.kr,https://croket.page.link/TG78,https://croket.page.link/TG78
28633,82734,쓰리디어스,3DIUS,3D 모델링 및 프린팅 비교견적|| 출력 중개 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,3D프린터||3D프린팅||플랫폼||온라인플랫폼||3D모델링||비교견적||온라인비교견적||건축/인테리어/캐드/스케치업/3D/VR||졸업작품||3D프린트||3D스캐닝||3D스캐너||3D스캔||3D출력대행,http://www.3dius.net,,
88407,132745,홍채기반 인공지능 건강분석시스템,EYE O' CLOCK,홍채이미지를 분석하여 4개의 장기 및 스트레스|| 콜레스테롤 지수를 분석함,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4579,웰니스||인공지능||솔루션||홍채,http://WWW.HONGBOG.COM,,
9179,20403,스캔푸드,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4580,,,,
59297,113414,파파타랩스,papatalabs,프레젠테이션의 모든것 파파타랩스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4581,파워포인트||소프트웨어개발/서비스||웹서비스,http://www.papatalabs.com,,
105956,5792,QuantVM,QuantVM,컨테이너 기반의 다양한 데이터 분석 환경을 분석가에게 제공,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4582,Energy/IOT/AI/bigdata/cloud||AI/IOT/AIR/BIGDATE/CLOUD,http://www.intellicode.co.kr/,,
80004,126906,썸원,Sumone,연인과 함께 질문에 답을 하며 반려몽을 성장시키는 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4583,썸원,https://www.instagram.com/sumone.luv/,https://apps.apple.com/kr/app/%EC%8D%B8%EC%9B%90-sumone/id1469506430,https://play.google.com/store/apps/details?id=com.sumone&hl=ko
34330,91726,chopsticks,,창작자와 소비자를 잇는 디자인 마켓플레이스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,전자상거래,https://www.chopsticksmarket.com,,
2781,540,바이크앤(Bike N),,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4585,,http://bikenu.com/,,https://play.google.com/store/apps/details?id=com.be.bikenu
62270,115332,e-Commerce,e-Commerce,e-Commerce 특화 서비스 및 RPA 연계 서비스를 제공합니다,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4586,e-commerce||RPA,http://dexconsulting.net,,
93574,136779,베이비슬립,,아이의 수면 데이터를 수집|| 분석하고 유용한 육아 정보를 제공합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
34266,85182,PANews,PANews,Your Blockchain Insider and Advisor,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4588,,http://www.panews.io,,
104876,122384,변호사 견적비교,,상담 전에 받아보는 변호사견적 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4589,로앤굿||리걸테크||법률||법률상담||비교견적,https://www.lawandgood.com,,
87,49,핑거 스톰프,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4590,,,https://itunes.apple.com/kr/app/finger-stomp/id385700277?mt=8,
48241,82709,위지비즈,weasybiz,기업용 회계 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4591,회계||비영리법인,http://www.weasybiz.com,,
14796,27228,공팔리터,0.8L,글로벌 경험 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4592,#플랫폼||광고마케팅||보상기반리뷰플랫폼,http://www.08liter.com/try,https://itunes.apple.com/kr/app/gyeongheomhago-saneun-gos/id1119938878?l=en&mt=8,https://play.google.com/store/apps/details?id=com.everyfriday.zeropoint8liter
14070,28783,LED Fresnel lens,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4593,,http://www.diypro.co.kr/bbs/board.php?bo_table=product02,,
10903,24269,담이올,DA MIOR,BEAUTY INSIDE BAMBOO,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4594,,http://www.damior.co.kr,,
102659,112408,프리미엄 모임을 위한 공간|| MODAKBUL,A space for premium gatherings|| MODAKBUL,프리미엄 모임을 위한 공간|| MODAKBUL 서비스 제작,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4595,모임||모임관리||프리미엄||IT/서비스,,,
6929,13524,앱친-꿈이 같은 친구,Appchin,관심사(꿈)기반 소셜플랫폼서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4596,,,,https://play.google.com/store/apps/details?id=com.appfriends.appchin
39770,98602,자산운용,,고객자산을 운용하거나 펀드를 운용합니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4597,,http://ghr-investment.com,,
24876,78950,IT 아웃소싱,IT Infra Outsourcing Business,IT 사업의 핵심은 적절한 기술을 갖춘 적절한 인재를 확보하여 원활한 서비스를 제공하는 것입니다. ISFnet 에서는 숙련된 엔지니어가 상시 대기 중이며|| 고객의 요구 사항에 맞는 인재를 신속하게 제공할 수 있습니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4598,,http://www.isfnetkorea.com,,
54828,95185,뉴로티,Neuro-T,비개발자도 사용할 수 있는 GUI기반의 딥러닝 비전 소프트웨어,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4599,deep-learning||computer-vision||Embedded,https://neuro-cle.com,,
74596,86671,라이커스,LIKE-US,여성 수리기사가 방문하는 여성주택수리서비스입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
41817,97586,퀘렌시아 마스크팩,Querencia_Flawless,결케어 크림 마스크팩,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4601,,https://keenoniks.com/product/Querencia_Flawless_5P,,
92192,135704,드론박스,dronebox,드론 중고거래 플랫폼:드론박스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,드론||e-commerce||UX/UI||앱||앱/웹개발||앱/웹서비스||웹||앱||모바일||SI||IT개발자,https://www.drone-box.co.kr/,https://apps.apple.com/kr/app/%EB%93%9C%EB%A1%A0%EB%B0%95%EC%8A%A4-%ED%98%84%EB%AA%85%ED%95%9C-%EC%A4%91%EA%B3%A0%EA%B1%B0%EB%9E%98/id1522651617,https://play.google.com/store/apps/details?id=kr.co.dronebox.app
48275,28635,좋은일나쁜일,,한눈에 들어오는 손쉬운 경조사 관리,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,https://play.google.com/store/apps/details?id=com.xhiftcorp.faithfulmagpie&hl=ko
88517,101446,간판의품격,Dignity of Signage,간판의품격은 국내 1위 간판 비교견적 플랫폼입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4604,#플랫폼||#간판||#O2O||#간판의품격,http://www.ganpoom.com,https://ganpoom.page.link/hKWM,https://ganpoom.page.link/hKWM
44743,84164,허밍순,HummingSoon,초스피드 영어학습|| 쉐도잉 끝판왕,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4605,,,,https://play.google.com/store/apps/details?id=com.edxdn.hmsoon.humming&hl=ko
4425,2989,pariro,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4606,,http://pariro.co/,http://itunes.apple.com/kr/app/pariro/id821479884?mt=8,
11514,19788,클로젯셰어,Closet Share,온디맨드 패션 셰어링 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4607,,http://www.closetshare.com,https://itunes.apple.com/us/app/%ED%81%B4%EB%A1%9C%EC%A0%AF%EC%85%B0%EC%96%B4-no-1-%ED%8C%A8%EC%85%98%EA%B3%B5%EC%9C%A0%ED%94%8C%EB%9E%AB%ED%8F%BC/id1436676772?l=ko&ls=1&mt=8,https://play.google.com/store/apps/details?id=com.tc.closetshare
6287,15694,TV 조선 어플리케이션,TV chosun APP,TV chosun APP,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4608,,,,https://play.google.com/store/apps/details?id=com.chosun.broadcast&hl=ko
8745,4343,냅키니 냅킨 광고,Napkini Napkin Advertisement,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4609,,http://www.napkini.co.kr,,
10167,22863,투어&액티비티,Tour&Activity,전세계 120개도시 3||000여개 트립(투어/액티비티) 예약서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4610,,,,
64494,5803,코박,Cobak,블록체인 All-in-One 플랫폼 코박,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4611,가상화폐||블록체인/소프트웨어||암호화폐||모바일,http://www.cobak.co.kr,https://itunes.apple.com/us/app/%EC%BD%94%EB%B0%95-no-1-%EC%8B%9C%EC%84%B8-%EC%A1%B0%ED%9A%8C-%EC%BD%94%EC%9D%B8-%EC%BB%A4%EB%AE%A4%EB%8B%88%ED%8B%B0/id1350473579?mt=8,https://play.google.com/store/apps/details?id=com.cobak.android
8862,1578,스마트한 원룸이사 / 짐카,Smart Studio Move / Zimcar (Vehicle for moving),,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4612,,http://www.zimcar.kr,,
18053,24322,한국신용평가 웹사이트 개편,Korea Investors Service Website Renewal,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4613,,http://www.kisrating.com/,,
19790,39072,모바일 설문/투표,Mobile Survey/Voting,Mobile Survey/Voting,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4614,,http://www.QuestWorld.co.kr,,
73707,122861,주차환경,Parking Environment,주차환경개선을 위한 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4615,,,,
23943,77371,헤타웨이브SDK,HETAwave SDK,사람과 기기를 연결하는 4차 산업혁명 스마트 패러다임의 필수 솔루션입니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4616,,http://hetawave.com,,
43840,28635,올팔,allpal,초간단 내주변 중고거래,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4617,올팔||올리면팔린다,http://allpal.co.kr,,https://play.google.com/store/apps/details?id=com.xhiftcorp.allpal
14719,12127,차여성의학연구소,,㈜포씨게이트 “차여성의학연구소” 모바일 원스톱 수납 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,https://play.google.com/store/apps/details?id=com.cha.mobile.cha&hl=ko
18894,37163,NTX,New Talent Accelation,엑셀러레이팅 프로그램,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4619,,,,
107227,146125,미리내,MIRINAE,머신러닝 기반 한국어 교육서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,교육/문화컨텐츠||한국어교육||머신러닝,https://mirinae.io,,
9680,21685,번역의달인,bundal,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,,,,
72845,17986,아이템베이,itembay,게임아이템 중거래 서비스,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4622,,http://www.itembay.com,,
21451,72266,페이앱,PayApp,PG 그 이상의 가치를 제공하는 신개념 모바일 결제 서비스 & 플랫폼,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4623,,http://www.payapp.kr,https://itunes.apple.com/kr/app/payapp/id538328034?mt=8,https://play.google.com/store/apps/details?id=com.udid.payapp
32792,23218,폴카독베이커리,Polkadog Bakery,dog treat brand,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4624,,http://www.polkadog.net,,
8560,16960,팅글,Tingle,방송 정보를 내 손안에!,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4625,방송||지상파방송||케이블TV||ppl||연예인||셀러브리티||패션피플||스타일||브랜드||기업홍보||광고대행사||드라마||예능||마케팅||커머스,http://www.tingle.kr/,,
9025,20323,옻칠한지핸드백||옻칠한지 지갑,Lacquered Hanji handbag|| Lacquered Hanji purse,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4626,,,,
58341,112767,그린웨일즈,GreenWhales,폐쇄망 환경의 오픈소스 패키지 관리 솔루션,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4627,,http://www.weda.kr,,
95772,578,조림|| 조경 사업,Forestation,전 세계 기관/기업 협력 숲 조림 및 공원 조경 사업,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4628,환경||조경||숲조성||IMC||광고||광고기획||광고제작||광고대행사||대행사||디지털||마케팅||매체개발||매체운영||모바일||미디어||솔루션개발||아이디어||온라인||종합광고대행사||캠페인,http://treepla.net,,
5617,14365,심플피팅,SimpleFitting,심플피팅 스마트미러||심플피팅갤러리|| 패션/유통 쇼핑 플랫폼|| O2O플랫폼(offline to online),/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4629,,http://www.smartapril.com,,
23292,76046,부동산생활백서,,닥터아파트가 여러분과 함께 내집마련부터 재테크까지 건전한 부동산문화를 만드는데 앞장서겠습니다.,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/4630,,http://www.drapt.com/theme/whitepaper/,,
95581,37686,마이알레 현대백화점 판교점,,,/hadoop/tstream/csv_data/RK/csv_tb_rk_srvc_prduc_m_data.csv_lob/prduc_dtl_dscrt/FACT_NULL,식물/원예||라이프스타일||카페||가드닝,http://www.myallee.co.kr,,
